AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCfr,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.50498074,0.61371773,0.39176366,0.42544162,0.48427412,0.7130793,0.5032228
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.50498074,0.61371773,0.39176366,0.42544162,0.48427412,0.7130793,0.5032228
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5019323,0.518489,0.39698678,0.21493417,0.56379753,0.6933495,0.5638676
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5019323,0.518489,0.39698678,0.21493417,0.56379753,0.6933495,0.5638676
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.50498074,0.61371773,0.39176366,0.42544162,0.48427412,0.7130793,0.5032228
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterCoopPunish,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.50498074,0.61371773,0.39176366,0.42544162,0.48427412,0.7130793,0.5032228
AlgaaterBully,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterBullyPunish,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterCfr,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterMinimax,0.5019323,0.518489,0.39698678,0.21493417,0.56379753,0.6933495,0.5638676
AlgaaterCoop,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterCoopPunish,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.50498074,0.61371773,0.39176366,0.42544162,0.48427412,0.7130793,0.5032228
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5019323,0.518489,0.39698678,0.21493417,0.56379753,0.6933495,0.5638676
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.50498074,0.61371773,0.39176366,0.42544162,0.48427412,0.7130793,0.5032228
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterBullied,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterCoopPunish,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterCoop,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullied,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterBully,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCfr,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterCfr,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCfr,0.5019323,0.518489,0.39698678,0.21493417,0.56379753,0.6933495,0.5638676
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullyPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBully,0.5023667,0.51180786,0.39766103,0.20669,0.57119995,0.69263196,0.5717233
AlgaaterCoopPunish,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterBullied,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.50498074,0.61371773,0.39176366,0.42544162,0.48427412,0.7130793,0.5032228
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
AlgaaterCoop,0.5048869,0.59331393,0.39388517,0.3739096,0.50129575,0.7078989,0.5159376
